sample_id,shape_type,nx,ny,tau,rho0,uMax,uMean,maxSteps,coutInterval,characteristic_length,reynolds,anchor_x,anchor_y,radius,rect_x1,rect_y1,rect_x2,rect_y2,rect_width,rect_height,ellipse_rx,ellipse_ry,chord,bbox_min_x,bbox_max_x,bbox_min_y,bbox_max_y,solid_cells,solid_fraction,fx,fy,avgFx,avgFy,Cd,Cl,status,elapsed_ms
29,circle,300,80,0.584289,1,0.0760325,0.0506883,5000,1000,22,39.6899,193,52,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,204,41,63,56,0.00233333,0.122879,0.00168062,0.110244,0.00250243,3.90075,0.0885428,ok,89848
30,circle,300,80,0.74076,1,0.0911003,0.0607336,5000,1000,16,12.1084,227,16,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,235,8,24,40,0.00166667,0.121432,0.0495184,0.121736,0.0513434,4.12544,1.73995,ok,89972
31,circle,300,80,0.6935,1,0.0636246,0.0424164,5000,1000,24,15.7828,166,52,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,178,40,64,64,0.00266667,0.156093,-0.0306552,0.145477,-0.0302976,6.73825,-1.40333,ok,90234
32,circle,300,80,0.870349,1,0.089599,0.0597326,5000,1000,22,10.645,136,44,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,125,147,33,55,56,0.00233333,0.337767,-0.0171566,0.344722,-0.0165968,8.78321,-0.422871,ok,90351
33,circle,300,80,0.799831,1,0.0565873,0.0377249,5000,1000,14,5.28447,243,21,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,250,14,28,36,0.0015,0.0756525,0.0235281,0.0762214,0.0247543,7.65108,2.48483,ok,90465
34,circle,300,80,0.754492,1,0.0792294,0.0528196,5000,1000,24,14.9435,190,22,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,202,10,34,64,0.00266667,0.209156,0.0805371,0.210339,0.0872753,6.28273,2.60688,ok,90932
35,circle,300,80,0.705916,1,0.0900581,0.0600388,5000,1000,14,12.2459,123,35,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,130,28,42,36,0.0015,0.149127,-0.000597799,0.150573,-0.000816552,5.96742,-0.032361,ok,91178
36,circle,300,80,0.626229,1,0.0851103,0.0567402,5000,1000,12,16.182,273,38,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,267,279,32,44,32,0.00133333,0.0894338,-0.000486862,0.0901455,-0.000511052,4.66672,-0.0264565,ok,91225
37,circle,300,80,0.702476,1,0.0536263,0.0357508,5000,1000,16,8.47526,76,56,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,84,48,64,40,0.00166667,0.069895,-0.0177095,0.0705738,-0.0175078,6.90209,-1.71225,ok,91231
38,circle,300,80,0.719628,1,0.0899487,0.0599658,5000,1000,16,13.1056,185,22,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,193,14,30,40,0.00166667,0.146511,0.0234866,0.145412,0.0236289,5.05479,0.821385,ok,91438
39,circle,300,80,0.860796,1,0.0571891,0.0381261,5000,1000,20,6.34033,179,32,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,169,189,22,42,52,0.00216667,0.162347,0.0234894,0.163167,0.0237766,11.2251,1.63571,ok,91852
40,circle,300,80,0.931358,1,0.0547425,0.036495,5000,1000,28,7.1068,186,33,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,172,200,19,47,76,0.00316667,0.297306,0.0594986,0.304311,0.0626763,16.3201,3.36131,ok,92101
41,circle,300,80,0.776468,1,0.0474485,0.0316323,5000,1000,26,8.92444,248,50,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,235,261,37,63,68,0.00283333,0.137433,-0.039843,0.141435,-0.0426669,10.873,-3.28009,ok,92198
42,circle,300,80,0.617366,1,0.0891764,0.0594509,5000,1000,20,30.3925,129,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,139,10,30,52,0.00216667,0.123147,0.0239447,0.128385,0.023162,3.63242,0.655326,ok,92865
43,circle,300,80,0.919452,1,0.0986351,0.0657567,5000,1000,28,13.1685,249,39,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,235,263,25,53,76,0.00316667,0.636708,0.0056244,0.654046,0.00558517,10.8044,0.092263,ok,92325
44,circle,300,80,0.798353,1,0.0589317,0.0392878,5000,1000,24,9.48112,221,42,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,233,30,54,64,0.00266667,0.185499,-0.00853792,0.189801,-0.00853278,10.2471,-0.460674,ok,92305
45,circle,300,80,0.612838,1,0.0881973,0.0587982,5000,1000,12,18.759,227,16,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,233,10,22,32,0.00133333,0.0612626,0.0107397,0.0588665,0.0102038,2.83784,0.491905,ok,92710
46,circle,300,80,0.858255,1,0.0962728,0.0641819,5000,1000,26,13.9738,217,33,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,230,20,46,68,0.00283333,0.470962,0.0459379,0.480069,0.0453684,8.96469,0.847198,ok,93118
47,circle,300,80,0.692931,1,0.076533,0.051022,5000,1000,24,19.0409,100,50,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,112,38,62,64,0.00266667,0.202493,-0.0226319,0.199378,-0.0204695,6.38234,-0.655257,ok,93333
48,circle,300,80,0.783952,1,0.0976878,0.0651252,5000,1000,28,19.2656,170,33,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,184,19,47,76,0.00316667,0.461284,0.0368077,0.475165,0.0360998,8.00237,0.607964,ok,93225
49,circle,300,80,0.742656,1,0.0840357,0.0560238,5000,1000,18,12.4674,156,17,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,165,8,26,48,0.002,0.131138,0.0579569,0.130555,0.0592071,4.62176,2.09598,ok,92819
50,circle,300,80,0.672847,1,0.0427918,0.0285279,5000,1000,20,9.90282,236,52,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,246,42,62,52,0.00216667,0.0608764,-0.0126126,0.059366,-0.012937,7.29456,-1.58963,ok,93933
51,circle,300,80,0.661942,1,0.0421693,0.0281129,5000,1000,12,6.24954,115,41,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,121,35,47,32,0.00133333,0.0396329,-0.000247287,0.0390705,-0.000280131,8.23925,-0.0590745,ok,93500
52,circle,300,80,0.740824,1,0.0561365,0.0374243,5000,1000,20,9.32406,155,22,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,165,12,32,52,0.00216667,0.0978012,0.0361301,0.0971745,0.0367215,6.93816,2.62188,ok,93552
53,circle,300,80,0.746079,1,0.0853454,0.056897,5000,1000,18,12.4856,205,32,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,214,23,41,48,0.002,0.190523,0.00627431,0.190695,0.00612884,6.54512,0.210357,ok,94016
54,circle,300,80,0.697608,1,0.0691746,0.0461164,5000,1000,24,16.8029,160,53,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,148,172,41,65,64,0.00266667,0.173187,-0.0387469,0.164413,-0.0377403,6.44234,-1.47881,ok,94135
55,circle,300,80,0.827555,1,0.0773408,0.0515605,5000,1000,12,5.66677,123,66,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,129,60,72,32,0.00133333,0.0769014,-0.0309944,0.077912,-0.0320566,4.88448,-2.0097,ok,93648
56,circle,300,80,0.779578,1,0.0991922,0.0661281,5000,1000,16,11.3534,219,21,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,211,227,13,29,40,0.00166667,0.185116,0.0447898,0.186956,0.0449354,5.34412,1.28448,ok,93783
57,circle,300,80,0.661093,1,0.0731511,0.0487674,5000,1000,20,18.1637,85,49,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,95,39,59,52,0.00216667,0.131263,-0.0071504,0.134817,-0.00492566,5.66874,-0.207112,ok,94475
58,circle,300,80,0.806727,1,0.0855836,0.0570557,5000,1000,18,10.0448,126,39,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,135,30,48,48,0.002,0.224753,0.000295719,0.227984,0.000282691,7.78151,0.00964876,ok,94532
59,circle,300,80,0.945927,1,0.0593326,0.0395551,5000,1000,24,6.38661,143,44,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,155,32,56,64,0.00266667,0.261856,-0.0304214,0.266338,-0.0309837,14.1856,-1.65024,ok,94823
60,circle,300,80,0.736414,1,0.0470786,0.0313857,5000,1000,26,10.3551,182,19,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,169,195,6,32,68,0.00283333,0.0895585,0.040329,0.0862649,0.0453961,6.73637,3.54495,ok,94813
61,circle,300,80,0.886901,1,0.0919129,0.0612753,5000,1000,16,7.60199,158,45,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,166,37,53,40,0.00166667,0.253213,-0.00954163,0.257565,-0.00922282,8.57485,-0.307046,ok,94390
62,circle,300,80,0.921916,1,0.0741576,0.0494384,5000,1000,18,6.3275,249,57,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,258,48,66,48,0.002,0.181563,-0.0654473,0.185355,-0.0683647,8.4262,-3.10785,ok,94506
63,circle,300,80,0.727947,1,0.0740578,0.0493719,5000,1000,12,7.79736,76,32,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,82,26,38,32,0.00133333,0.102278,0.00171113,0.103318,0.00158872,7.06424,0.108627,ok,94200
64,circle,300,80,0.695608,1,0.0811007,0.0540671,5000,1000,28,23.218,130,52,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,144,38,66,76,0.00316667,0.278108,-0.0663747,0.275936,-0.0616908,6.74238,-1.50739,ok,95143
65,circle,300,80,0.8346,1,0.0922988,0.0615325,5000,1000,12,6.62036,120,14,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,126,8,20,32,0.00133333,0.105043,0.041856,0.106923,0.043212,4.70664,1.90214,ok,95111
66,circle,300,80,0.707378,1,0.0970132,0.0646755,5000,1000,20,18.7123,55,49,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,65,39,59,52,0.00216667,0.245791,-0.0107996,0.246237,-0.0105723,5.88672,-0.252749,ok,94654
67,circle,300,80,0.628151,1,0.0748113,0.0498742,5000,1000,18,21.0159,56,57,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,65,48,66,48,0.002,0.110445,-0.0164015,0.108552,-0.0147347,4.84888,-0.658182,ok,94939
68,circle,300,80,0.819759,1,0.0960025,0.0640017,5000,1000,24,14.4112,127,51,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,139,39,63,64,0.00266667,0.366773,-0.0717302,0.371655,-0.070266,7.56094,-1.42949,ok,94966
69,circle,300,80,0.659612,1,0.0956601,0.0637734,5000,1000,22,26.3704,146,57,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,157,46,68,56,0.00233333,0.198755,-0.0393812,0.199678,-0.0369227,4.46332,-0.825319,ok,93966
70,circle,300,80,0.626277,1,0.0772355,0.0514904,5000,1000,12,14.6793,60,19,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,66,13,25,32,0.00133333,0.0640803,0.0065795,0.0636371,0.00610277,4.00044,0.38364,ok,94886
71,circle,300,80,0.930565,1,0.0817203,0.0544802,5000,1000,14,5.31433,206,66,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,199,213,59,73,36,0.0015,0.113243,-0.0452894,0.115867,-0.0484947,5.57678,-2.3341,ok,95311
72,circle,300,80,0.815676,1,0.0428385,0.028559,5000,1000,18,4.88535,62,58,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,71,49,67,48,0.002,0.0754877,-0.0302728,0.0751212,-0.0304264,10.2337,-4.14497,ok,95420
73,circle,300,80,0.634508,1,0.0938086,0.0625391,5000,1000,18,25.1072,166,35,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,157,175,26,44,48,0.002,0.164372,-0.001501,0.160642,-0.00226683,4.56366,-0.0643982,ok,96220
74,circle,300,80,0.777758,1,0.0810945,0.054063,5000,1000,28,16.3498,78,52,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,92,38,66,76,0.00316667,0.360418,-0.117001,0.351033,-0.113347,8.57865,-2.77001,ok,95582
75,circle,300,80,0.676388,1,0.0619412,0.0412941,5000,1000,26,18.2606,115,56,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,128,43,69,68,0.00283333,0.140134,-0.056261,0.139606,-0.0557427,6.29774,-2.51459,ok,94465
76,circle,300,80,0.918066,1,0.0840273,0.0560182,5000,1000,24,9.64754,205,37,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,217,25,49,64,0.00266667,0.389332,0.0166117,0.397793,0.0166225,10.5637,0.441426,ok,95429
77,circle,300,80,0.837142,1,0.0661409,0.044094,5000,1000,20,7.84724,125,58,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,135,48,68,52,0.00216667,0.145715,-0.0580202,0.147125,-0.0600887,7.56709,-3.09054,ok,94982
78,circle,300,80,0.711673,1,0.0657733,0.0438489,5000,1000,20,12.4293,147,58,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,157,48,68,52,0.00216667,0.110151,-0.0405211,0.110048,-0.0410701,5.72355,-2.13604,ok,95556
79,circle,300,80,0.704683,1,0.0607037,0.0404691,5000,1000,12,7.11779,183,52,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,189,46,58,32,0.00133333,0.0672715,-0.00462951,0.067034,-0.00465816,6.82175,-0.47404,ok,96466
80,circle,300,80,0.882034,1,0.0606039,0.0404026,5000,1000,20,6.3454,185,33,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,195,23,43,52,0.00216667,0.184689,0.0223475,0.185798,0.0226751,11.3821,1.38909,ok,95795
81,circle,300,80,0.651948,1,0.0849938,0.0566626,5000,1000,20,22.3744,203,32,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,213,22,42,52,0.00216667,0.165676,0.000443783,0.160389,-0.000661156,4.99555,-0.0205926,ok,95069
82,circle,300,80,0.815915,1,0.0940695,0.062713,5000,1000,24,14.2929,256,50,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,268,38,62,64,0.00266667,0.354165,-0.0569585,0.364696,-0.057588,7.72741,-1.22021,ok,96126
83,circle,300,80,0.669138,1,0.080969,0.0539793,5000,1000,28,26.8081,81,40,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,95,26,54,76,0.00316667,0.281574,-0.00284706,0.26898,-0.00214621,6.59383,-0.0526126,ok,94912
84,circle,300,80,0.899196,1,0.0569891,0.0379928,5000,1000,28,7.99456,85,30,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,99,16,44,76,0.00316667,0.289173,0.0833905,0.284083,0.0841078,14.0578,4.16204,ok,95596
85,circle,300,80,0.623665,1,0.0740842,0.0493895,5000,1000,26,31.1517,191,27,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,204,14,40,68,0.00283333,0.182674,0.0128091,0.159011,0.01147,5.01436,0.361702,ok,96660
86,circle,300,80,0.770321,1,0.0764665,0.0509776,5000,1000,12,6.78894,220,33,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,226,27,39,32,0.00133333,0.118101,0.00259969,0.119183,0.00254893,7.64367,0.163473,ok,96395
87,circle,300,80,0.859565,1,0.0722274,0.0481516,5000,1000,14,5.62448,71,62,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,78,55,69,36,0.0015,0.110489,-0.0439378,0.111045,-0.0445965,6.84192,-2.74777,ok,96200
88,circle,300,80,0.655027,1,0.0760918,0.0507279,5000,1000,12,11.7799,242,33,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,248,27,39,32,0.00133333,0.0836268,-0.0005906,0.0840589,-0.000703302,5.44426,-0.0455509,ok,95431
89,circle,300,80,0.684079,1,0.0718616,0.0479078,5000,1000,18,14.0539,182,59,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,173,191,50,68,48,0.002,0.102965,-0.0328463,0.100628,-0.0335895,4.87154,-1.62611,ok,97232
90,circle,300,80,0.584342,1,0.0460335,0.030689,5000,1000,24,26.1983,159,33,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,171,21,45,64,0.00266667,0.0567273,-0.00201579,0.0584326,0.000216571,5.17022,0.0191626,ok,97297
91,circle,300,80,0.760656,1,0.0586785,0.039119,5000,1000,12,5.40284,249,49,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,243,255,43,55,32,0.00133333,0.0771976,-0.00522189,0.0779017,-0.00544543,8.48438,-0.593069,ok,96765
92,circle,300,80,0.928433,1,0.052306,0.0348707,5000,1000,16,3.90678,228,41,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,236,33,49,40,0.00166667,0.133536,-0.00326625,0.136169,-0.00336915,13.9981,-0.346345,ok,98677
93,circle,300,80,0.688549,1,0.0600763,0.0400509,5000,1000,26,16.5685,67,37,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,80,24,50,68,0.00283333,0.163726,0.0044065,0.16405,0.00360332,7.86699,0.172797,ok,97713
94,circle,300,80,0.634411,1,0.0562006,0.0374671,5000,1000,12,10.035,98,54,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,104,48,60,32,0.00133333,0.0450189,-0.00181302,0.0457313,-0.00219971,5.42953,-0.261164,ok,97994
95,circle,300,80,0.868193,1,0.0927991,0.0618661,5000,1000,20,10.0816,248,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,238,258,10,30,52,0.00216667,0.240852,0.0994704,0.244698,0.102514,6.3933,2.67841,ok,99172
96,circle,300,80,0.907559,1,0.0801725,0.0534484,5000,1000,16,6.29484,95,29,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,103,21,37,40,0.00166667,0.209718,0.028473,0.212107,0.0281696,9.28102,1.2326,ok,98415
97,circle,300,80,0.818561,1,0.0941782,0.0627855,5000,1000,16,9.46036,244,42,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,252,34,50,40,0.00166667,0.230997,-0.00169996,0.236414,-0.00167471,7.49659,-0.0531043,ok,98063
98,circle,300,80,0.644573,1,0.0990601,0.06604,5000,1000,28,38.3707,176,40,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,190,26,54,76,0.00316667,0.321738,-0.000428755,0.327614,-0.000637726,5.36562,-0.0104446,ok,98422
99,circle,300,80,0.920527,1,0.0411032,0.0274022,5000,1000,24,4.69163,235,28,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,223,247,16,40,64,0.00266667,0.139441,0.0415295,0.144398,0.0439755,16.0254,4.88045,ok,98898
100,circle,300,80,0.74961,1,0.0625081,0.0416721,5000,1000,18,9.01523,129,47,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,138,38,56,48,0.002,0.123754,-0.00931105,0.12494,-0.00913305,7.9941,-0.584363,ok,99323
101,circle,300,80,0.786432,1,0.0412543,0.0275029,5000,1000,16,4.6089,122,51,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,130,43,59,40,0.00166667,0.066586,-0.0133397,0.0669684,-0.0137094,11.0668,-2.26554,ok,98122
102,circle,300,80,0.921918,1,0.0963904,0.0642602,5000,1000,26,11.8798,184,54,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,171,197,41,67,68,0.00283333,0.465896,-0.171398,0.482616,-0.178878,8.99029,-3.33219,ok,97831
103,circle,300,80,0.92646,1,0.0919403,0.0612936,5000,1000,26,11.2106,265,53,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,252,278,40,66,68,0.00283333,0.458932,-0.155349,0.462572,-0.157019,9.47123,-3.21499,ok,99148
104,circle,300,80,0.939407,1,0.0706865,0.0471243,5000,1000,16,5.14777,121,52,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,129,44,60,40,0.00166667,0.178756,-0.0376095,0.182114,-0.0381812,10.2509,-2.14916,ok,98577
105,circle,300,80,0.939478,1,0.0584347,0.0389565,5000,1000,12,3.19114,101,17,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,107,11,23,32,0.00133333,0.0789526,0.0261381,0.0798901,0.0269902,8.77368,2.96412,ok,99851
106,circle,300,80,0.615854,1,0.0661594,0.0441063,5000,1000,20,22.8423,185,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,195,40,60,52,0.00216667,0.100025,-0.00219936,0.092869,-0.000503722,4.77387,-0.0258935,ok,99760
107,circle,300,80,0.784515,1,0.093394,0.0622627,5000,1000,14,9.19119,210,55,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,203,217,48,62,36,0.0015,0.164195,-0.021383,0.165675,-0.0213452,6.10525,-0.786587,ok,97240
108,circle,300,80,0.795594,1,0.0795611,0.0530407,5000,1000,26,13.9962,221,45,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,234,32,58,68,0.00283333,0.311431,-0.0249014,0.318406,-0.0244253,8.70601,-0.667848,ok,98818
109,circle,300,80,0.644996,1,0.0429775,0.0286517,5000,1000,20,11.8562,119,49,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,129,39,59,52,0.00216667,0.0609823,-0.00457567,0.0576666,-0.00549255,7.02464,-0.669073,ok,99138
110,circle,300,80,0.786402,1,0.0982236,0.0654824,5000,1000,16,10.9746,67,32,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,75,24,40,40,0.00166667,0.23252,0.00463137,0.233328,0.00444174,6.80187,0.129483,ok,99653
111,circle,300,80,0.851798,1,0.0954129,0.0636086,5000,1000,24,13.0183,107,55,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,119,43,67,64,0.00266667,0.3577,-0.128741,0.361849,-0.129651,7.45271,-2.67032,ok,99747
112,circle,300,80,0.832283,1,0.0719336,0.0479558,5000,1000,16,6.92746,84,30,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,92,22,38,40,0.00166667,0.16,0.0167277,0.16143,0.0161877,8.77429,0.879863,ok,100427
113,circle,300,80,0.614669,1,0.0498583,0.0332388,5000,1000,12,10.4352,187,36,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,193,30,42,32,0.00133333,0.0394198,-0.000249302,0.0395653,-0.000139481,5.96858,-0.0210413,ok,100501
114,circle,300,80,0.740824,1,0.0648215,0.0432143,5000,1000,12,6.45998,228,58,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,222,234,52,64,32,0.00133333,0.069637,-0.0157527,0.0695303,-0.016034,6.20536,-1.43098,ok,100803
115,circle,300,80,0.944071,1,0.0665617,0.0443744,5000,1000,14,4.19691,240,65,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,247,58,72,36,0.0015,0.0905977,-0.0343107,0.0928786,-0.0369667,6.73832,-2.68193,ok,101240
116,circle,300,80,0.848115,1,0.058893,0.039262,5000,1000,26,8.79719,208,42,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,195,221,29,55,68,0.00283333,0.242542,-0.0145257,0.246151,-0.0148022,12.2833,-0.738648,ok,101097
117,circle,300,80,0.910839,1,0.0608719,0.0405813,5000,1000,26,7.70456,117,58,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,130,45,71,68,0.00283333,0.206056,-0.0888979,0.203171,-0.0924588,9.49005,-4.31871,ok,100425
118,circle,300,80,0.809175,1,0.096916,0.0646107,5000,1000,20,12.5386,212,57,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,222,47,67,52,0.00216667,0.24874,-0.0805089,0.25252,-0.0822598,6.04905,-1.97051,ok,100577
119,circle,300,80,0.958692,1,0.0707907,0.0471938,5000,1000,28,8.64257,100,20,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,114,6,34,76,0.00316667,0.291128,0.132332,0.289879,0.137954,9.2965,4.4242,ok,100802
120,circle,300,80,0.85161,1,0.0990647,0.0660431,5000,1000,14,7.88889,182,66,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,189,59,73,36,0.0015,0.131345,-0.0566984,0.133742,-0.0601111,4.38042,-1.9688,ok,102332
121,circle,300,80,0.786601,1,0.0908388,0.0605592,5000,1000,16,10.1425,94,19,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,102,11,27,40,0.00166667,0.157342,0.0536376,0.159165,0.0540041,5.42498,1.84067,ok,102346
122,circle,300,80,0.859919,1,0.097061,0.0647073,5000,1000,16,8.6296,112,46,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,120,38,54,40,0.00166667,0.259383,-0.00972696,0.263434,-0.0092999,7.86457,-0.277639,ok,102732
123,circle,300,80,0.582169,1,0.050046,0.033364,5000,1000,18,21.9263,240,56,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,249,47,65,48,0.002,0.0378659,-0.00156382,0.0400834,-0.00318815,4.00098,-0.318229,ok,101613
124,circle,300,80,0.858976,1,0.0537496,0.035833,5000,1000,14,4.19244,92,41,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,99,34,48,36,0.0015,0.107994,-0.00226046,0.109431,-0.00222094,12.1752,-0.247099,ok,102493
125,circle,300,80,0.590508,1,0.0476895,0.031793,5000,1000,26,27.3994,250,34,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,263,21,47,68,0.00283333,0.0819425,-0.000165088,0.0662557,0.000336603,5.04216,0.025616,ok,103138
126,circle,300,80,0.630857,1,0.0617292,0.0411528,5000,1000,18,16.9822,213,53,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,222,44,62,48,0.002,0.0813996,-0.00473727,0.07528,-0.00484157,4.939,-0.317648,ok,102158
127,circle,300,80,0.830006,1,0.0733128,0.0488752,5000,1000,20,8.88625,218,27,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,228,17,37,52,0.00216667,0.194564,0.0438277,0.197972,0.044478,8.28757,1.86195,ok,102835
128,circle,300,80,0.629722,1,0.0875413,0.0583608,5000,1000,16,21.5948,165,42,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,157,173,34,50,40,0.00166667,0.129656,0.000745356,0.128885,0.00103074,4.73008,0.0378281,ok,102221
129,circle,300,80,0.763247,1,0.0956144,0.0637429,5000,1000,20,14.5285,162,49,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,172,39,59,52,0.00216667,0.260611,-0.015254,0.259866,-0.0139813,6.39566,-0.344098,ok,104058
130,circle,300,80,0.829029,1,0.082594,0.0550627,5000,1000,24,12.0491,77,20,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,89,8,32,64,0.00266667,0.25426,0.119865,0.249584,0.120791,6.85993,3.32001,ok,101514
131,circle,300,80,0.944187,1,0.0593565,0.039571,5000,1000,16,4.27614,269,42,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,261,277,34,50,40,0.00166667,0.156582,-0.0056867,0.16002,-0.00581787,12.7741,-0.46443,ok,102432
132,circle,300,80,0.685799,1,0.0644868,0.0429912,5000,1000,16,11.1065,127,33,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,135,25,41,40,0.00166667,0.0960207,0.0011953,0.0962126,0.00110458,6.50702,0.0747044,ok,103238
133,circle,300,80,0.778314,1,0.0485206,0.0323471,5000,1000,14,4.88145,154,27,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,161,20,34,36,0.0015,0.0701838,0.0125487,0.0706168,0.0127255,9.64141,1.73743,ok,103478
134,circle,300,80,0.904321,1,0.0881178,0.0587452,5000,1000,20,8.71761,169,17,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,159,179,7,27,52,0.00216667,0.20433,0.0931325,0.211333,0.0993595,6.12381,2.87915,ok,103382
